1 1 1 1 1 7 6 6 9 1 1 1 1 5 1 1 1 1 1 1 5 1 1 1 1 1 1 1 1 7 6 9 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 11 1
1 1 4 1 1 4 1 1 8 6 6 11 1 1 8 6 6 12 1 1 1 4 1 1 1 13 1 1 8 6 6 11 1 1 8 6 6 12 1 1 1 1
1 1 2 1 1 2 1 1 2 1 1 1 1 1 7 2 2 9 1 1 1 2 1 1 13 1 1 1 2 1 1 1 1 1 3 0 0 2 1 1 1 1
1 1 2 1 1 2 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 2 1 13 1 1 1 1 2 1 1 1 1 1 3 0 0 2 1 10 12 1
1 1 2 1 1 2 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 2 11 1 1 10 11 1 2 1 1 1 1 1 3 0 0 2 1 1 2 1
1 1 2 1 1 2 1 1 2 6 6 11 1 1 1 2 2 1 1 1 1 2 9 1 1 1 1 1 2 6 6 11 1 1 10 6 6 2 1 1 2 1
1 1 2 1 1 2 1 1 2 1 1 1 1 1 1 2 2 1 13 1 1 2 1 13 1 1 1 1 2 0 0 3 1 1 3 0 0 2 1 1 2 1
1 1 2 1 1 2 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 2 1 1 13 1 1 1 2 0 0 3 1 1 3 0 0 2 1 10 9 1
1 1 2 1 1 2 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 2 1 1 1 4 1 1 2 0 0 3 1 1 3 0 0 2 1 1 1 1
1 1 7 6 6 9 1 1 7 6 6 11 1 1 1 7 9 1 1 1 1 5 1 1 1 5 1 1 7 6 6 11 1 1 10 6 6 9 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 10 6 11 1 1 4 1 1 1 10 6 6 6 11 1 1 1 13 1 1 1 1 4 1 1 1 1 10 6 6 6 6 11 1 1 4 1 1 10 11
1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
